,Sex,Monthly Grocery Bill,Vehicle Monthly Distance Km,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission,Body Type_obese,Body Type_overweight,Body Type_underweight,Diet_vegetarian,How Often Shower_twice a day,Heating Energy Source_electricity,Transport_public,Transport_walk/bicycle,Social Activity_often,Frequency of Traveling by Air_never,Frequency of Traveling by Air_rarely,Frequency of Traveling by Air_very frequently,Waste Bag Size_large,Waste Bag Size_medium,Waste Bag Size_small,Vehicle Type_electric,Vehicle Type_hybrid,Vehicle Type_lpg,Vehicle Type_petrol,Vehicle Type_unknown,Glass,Metal,Paper,Plastic,Oven
7636,1,-0.8981702185045729,-0.13990796606640798,0.49008301237281443,0.40258861421171693,-0.6877811041077181,-0.25960395145665854,2137,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
7637,0,0.7216462223701376,-0.7013655242208195,0.992526125324234,0.40258861421171693,1.557423805928358,-0.809292059988041,1927,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0
7638,0,0.07095072902730518,2.0362365374684077,-1.0172463264814442,1.5283957009335207,0.06062053257097393,0.42750618420756953,2738,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0
7639,0,-1.2442848426231008,-0.719779887864469,0.992526125324234,-1.1453961300307633,-1.1640366910850675,-1.0841361142537322,1364,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1
7640,0,0.0986398989567874,-0.40059758470787754,-0.012360100578605121,-0.16031492914918494,1.2172412438016798,1.389460374137489,4421,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
7641,1,-0.2474747251617405,-0.6699527862404763,0.49008301237281443,-1.4268479017112141,1.3533142686523512,-0.6718700328551954,1405,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
7642,0,1.6630779999725334,-0.12257680028414963,-0.012360100578605121,1.3876698150932953,1.0131317065256729,-1.221558141386578,2522,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
7643,0,-1.618088636671111,2.8002520957029637,-0.012360100578605121,1.2469439292530697,1.3533142686523512,1.389460374137489,5773,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
7644,1,1.0816054314534067,1.9109466515008315,-1.0172463264814442,-1.2861220158709887,1.0131317065256729,0.2900841570747239,3840,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
7645,1,0.9985379216649599,-0.33524464707061163,1.4949692382756534,1.5283957009335207,-0.21152551713036863,1.5268824012703344,1931,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
7646,0,0.12632906888626963,-0.6981159306366461,-0.012360100578605121,-0.8639443583503124,-0.07545249227969734,1.1146163198717975,2382,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1
7647,1,1.4554092255014168,-0.5789641658836199,-1.5196894394328637,1.3876698150932953,-0.41563505440637555,0.977194292738952,1127,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
7648,0,0.30630867342790413,-0.4117906292755861,1.4949692382756534,-0.019589043308959476,-1.0279636662343963,0.1526621299418783,3280,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
7649,1,0.8324029020880666,1.6083733822189044,-1.0172463264814442,1.5283957009335207,1.0811682189510086,-1.0841361142537322,2229,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0
7650,0,1.5661659052193457,-0.17168177000054832,-1.0172463264814442,-0.44176670082963587,0.8770586816750016,0.7023502384732607,2494,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7651,0,1.6769225849372746,-0.6984769965904432,-0.012360100578605121,-1.5675737875514397,0.7409856568243304,-1.221558141386578,1894,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7652,1,-1.618088636671111,-0.19045719959799487,-0.012360100578605121,-0.5824925866698614,1.4893872935030223,1.2520383470046432,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1
7653,1,-1.1196835779404308,-0.6822290286695759,-0.012360100578605121,1.3876698150932953,0.809022169249666,-1.0841361142537322,1370,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
7654,0,-1.050460653116725,2.7114298710688898,-0.5148032135300247,1.5283957009335207,-1.5722557656370815,0.7023502384732607,2492,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
7655,1,0.05710614406256406,2.7756996108447645,-1.5196894394328637,-0.44176670082963587,0.7409856568243304,-1.221558141386578,3353,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7656,0,0.5416666178285031,-0.2272859268852939,-0.012360100578605121,0.9654921575726189,-1.3681462283610746,1.5268824012703344,2303,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
7657,0,1.0539162615239244,-0.719418821910672,-1.5196894394328637,1.1062180434128444,0.8770586816750016,0.5649282113404152,2150,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
7658,0,-1.382730692270512,-0.7302508005245835,-1.5196894394328637,1.1062180434128444,0.40080309469765213,-0.5344480057223497,2743,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
7659,1,0.02941697413308183,-0.052530005247522084,0.49008301237281443,-0.7232184725100869,0.6049126319736591,1.1146163198717975,3153,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
7660,0,1.5523213202546045,-0.16482151687840438,-0.5148032135300247,-0.7232184725100869,1.0811682189510086,1.2520383470046432,3560,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
7661,1,-0.16440721537329378,1.0960207937808915,1.4949692382756534,-1.708299673391665,0.06062053257097393,0.2900841570747239,2342,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1
7662,0,-0.2890084800559638,0.21032600911672975,0.49008301237281443,0.9654921575726189,0.06062053257097393,-0.809292059988041,2152,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7663,0,0.7631799772643609,-0.6941442051448785,0.992526125324234,0.5433145000519424,-1.0279636662343963,-1.6338242227851147,3725,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
7664,0,0.08479531399204629,-0.7259180090790188,1.4949692382756534,-0.7232184725100869,-0.6877811041077181,0.42750618420756953,1885,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
7665,1,-1.0781498230462074,-0.5558559448406086,-1.0172463264814442,-0.8639443583503124,-0.4836715668317112,-1.496402195652269,1252,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
7666,1,-0.6628122741039739,-0.6042387826494133,0.992526125324234,-1.1453961300307633,-0.07545249227969734,1.389460374137489,2535,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1
7667,1,0.7493353922996199,-0.7298897345707864,0.49008301237281443,-0.5824925866698614,1.0131317065256729,1.5268824012703344,1634,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
7668,0,0.652423297546432,-0.25978186272702836,1.4949692382756534,-1.0046702441905377,0.7409856568243304,-1.0841361142537322,3402,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
7669,1,1.1369837713123712,-0.7179745580954838,0.992526125324234,0.121136842531266,-1.2320732035104032,0.8397722656061064,2501,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,1
7670,0,0.7216462223701376,-0.3865160125097926,-0.5148032135300247,-0.7232184725100869,-1.2320732035104032,1.5268824012703344,2283,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
7671,1,0.05710614406256406,0.703903167957296,-0.5148032135300247,-1.4268479017112141,0.26473006984698083,-0.9467140871208866,2863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
7672,0,1.49694298039564,-0.543218636457712,-0.5148032135300247,-1.708299673391665,0.9450951941003373,1.66430442840318,2335,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
7673,0,0.20939657867471634,-0.7143638985575133,-0.012360100578605121,0.26186272837149144,-0.14348900470503298,0.5649282113404152,1715,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
7674,1,-0.0813397055848471,-0.7107532390195428,0.992526125324234,-0.5824925866698614,1.4893872935030223,-1.496402195652269,1827,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
7675,0,1.1923621111713356,-0.6399843120753211,-1.0172463264814442,-1.0046702441905377,-1.5722557656370815,0.0152401028090327,1224,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
7676,0,-0.4412989146681161,2.6070818104215423,-1.5196894394328637,0.5433145000519424,-0.41563505440637555,-0.9467140871208866,3011,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
7677,1,-1.382730692270512,-0.7002823263594283,0.992526125324234,-0.16031492914918494,0.5368761195483234,-0.9467140871208866,2048,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0
7678,1,0.7216462223701376,2.860550109987071,0.992526125324234,-1.5675737875514397,-0.07545249227969734,0.7023502384732607,2970,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
7679,0,1.344652545783488,-0.17312603381573652,0.992526125324234,0.40258861421171693,-0.6197445916823825,-1.496402195652269,866,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
7680,0,-1.6596223915653343,2.802779557379543,1.4949692382756534,1.2469439292530697,-0.6877811041077181,1.2520383470046432,1723,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
7681,1,0.5555112027932442,0.7486753462281301,0.49008301237281443,-1.2861220158709887,-1.2320732035104032,-1.0841361142537322,2590,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0
7682,1,-1.022771483187243,-0.7176134921416867,-0.012360100578605121,0.40258861421171693,0.06062053257097393,-0.809292059988041,1088,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
7683,0,0.4032207681810919,2.3380876748427406,-1.0172463264814442,0.8247662717323934,1.3533142686523512,0.5649282113404152,3335,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0
7684,1,-0.2751638950912227,-0.7002823263594283,-1.5196894394328637,0.8247662717323934,0.12865704499630956,-0.9467140871208866,1969,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
7685,0,-1.4796427870236997,0.41143974538168615,0.49008301237281443,-1.708299673391665,0.5368761195483234,-1.6338242227851147,2375,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1
7686,1,0.23708574860419857,1.8571478243850712,-0.5148032135300247,-1.708299673391665,-1.3681462283610746,-1.3589801685194234,3852,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1
7687,0,-0.8151027087161262,-0.2493109500669139,-1.0172463264814442,0.6840403858921679,-1.2320732035104032,0.977194292738952,2664,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1
7688,1,-0.13671804544381155,-0.7075036454353694,-1.0172463264814442,-0.7232184725100869,0.4688396071229878,1.5268824012703344,1343,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
7689,1,-1.507331956953182,-0.7024487220822107,0.49008301237281443,1.2469439292530697,0.12865704499630956,1.5268824012703344,1399,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1
7690,1,-1.1889065027641363,-0.7284454707555982,-0.5148032135300247,1.1062180434128444,-1.3681462283610746,-1.3589801685194234,1051,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1
7691,0,0.6801124674759143,-0.14712928514234896,-0.012360100578605121,-0.8639443583503124,0.9450951941003373,-0.9467140871208866,2210,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0
7692,0,0.7078016374053965,2.3806934573907927,-0.5148032135300247,0.8247662717323934,0.809022169249666,1.389460374137489,3195,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0
7693,0,0.7078016374053965,-0.14460182346576964,-1.5196894394328637,-0.30104081498941043,0.8770586816750016,1.2520383470046432,1605,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7694,0,0.04326155909782295,-0.021117267267178805,0.49008301237281443,-0.44176670082963587,1.0811682189510086,-1.221558141386578,1742,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1
7695,0,-1.1335281629051719,2.287538441311154,1.4949692382756534,0.9654921575726189,0.8770586816750016,-1.221558141386578,3926,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
7696,1,-0.1782518003380349,-0.17276496786193948,-1.5196894394328637,-1.708299673391665,-0.21152551713036863,1.389460374137489,1313,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0
7697,1,0.15401823881575186,-0.5973785295272693,-1.5196894394328637,-0.30104081498941043,-1.1640366910850675,0.7023502384732607,1392,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0
7698,1,1.6630779999725334,-0.132686646990467,-0.012360100578605121,-0.16031492914918494,1.3533142686523512,-1.221558141386578,2238,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
7699,1,0.6662678825111732,-0.719779887864469,1.4949692382756534,-1.1453961300307633,0.7409856568243304,-0.5344480057223497,1652,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
7700,0,0.32015325839264525,-0.14460182346576964,0.992526125324234,-0.8639443583503124,0.4688396071229878,0.977194292738952,1760,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1
7701,0,-0.6074339342450095,1.5639622699018674,0.992526125324234,0.6840403858921679,1.4893872935030223,1.1146163198717975,3317,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1
7702,0,-0.3443868199149283,-0.558383406517188,0.49008301237281443,-0.5824925866698614,-1.640292278062417,0.2900841570747239,1889,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
7703,1,1.4138754706071934,-0.18215268266066276,-0.5148032135300247,0.40258861421171693,-0.07545249227969734,0.0152401028090327,1580,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
7704,1,-1.1058389929756895,-0.4569238735002172,-1.0172463264814442,-0.8639443583503124,-1.43618274078641,0.0152401028090327,865,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1
7705,1,0.5832003727227264,-0.23342404809984374,-0.012360100578605121,-1.5675737875514397,-0.27956202955570425,-0.25960395145665854,2880,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
7706,1,-1.2858185975173242,-0.37171230840411357,0.992526125324234,-0.16031492914918494,1.0131317065256729,-1.0841361142537322,1171,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
7707,1,1.3169633758540056,-0.7017265901746166,0.49008301237281443,1.5283957009335207,0.6049126319736591,1.389460374137489,3037,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
7708,0,-0.7043460289981973,-0.360158197882608,0.992526125324234,0.40258861421171693,-0.7558176165330537,-1.496402195652269,1835,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
7709,0,0.7354908073348787,-0.055057466924101434,-0.012360100578605121,-1.2861220158709887,0.40080309469765213,-0.5344480057223497,1291,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
7710,0,1.37234171571297,-0.7335003941087569,0.49008301237281443,-0.7232184725100869,1.6254603183536935,-0.12218192432381292,1535,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
7711,0,0.19555199370997522,-0.7089479092505575,-1.0172463264814442,-1.4268479017112141,0.9450951941003373,-0.3970259785895041,1790,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0
7712,1,-0.6212785192097506,-0.7085868432967605,-1.5196894394328637,-0.16031492914918494,-1.5042192532117458,-0.9467140871208866,997,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
7713,0,-0.6628122741039739,0.10453368465419433,0.49008301237281443,-0.5824925866698614,-0.6197445916823825,0.1526621299418783,3289,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1
7714,1,1.4554092255014168,-0.028699652296916837,-1.5196894394328637,0.9654921575726189,1.557423805928358,0.0152401028090327,1881,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0
7715,0,-1.2304402576583597,-0.7248348112176277,-0.012360100578605121,-1.708299673391665,-1.2320732035104032,0.5649282113404152,1067,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7716,0,0.6801124674759143,-0.7060593816201811,0.992526125324234,1.2469439292530697,-1.1640366910850675,1.5268824012703344,2254,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
7717,0,0.5416666178285031,0.5854735351118638,-1.0172463264814442,-0.16031492914918494,-0.27956202955570425,-0.6718700328551954,1552,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1
7718,1,-0.9535485583635374,2.0629554180493894,1.4949692382756534,-0.019589043308959476,1.557423805928358,-0.6718700328551954,4022,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1
7719,0,-0.8981702185045729,-0.11030055785504995,-1.5196894394328637,0.26186272837149144,-0.6197445916823825,1.66430442840318,3237,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
7720,0,-0.12287346047907044,-0.7230294814486424,-1.0172463264814442,-1.1453961300307633,-0.3475985419810399,0.8397722656061064,2530,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1
7721,0,0.41706535314583304,2.2850109796345746,-1.0172463264814442,-1.708299673391665,-0.891890641383725,-1.3589801685194234,5691,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1
7722,1,0.12632906888626963,-0.7075036454353694,-1.0172463264814442,-1.0046702441905377,0.06062053257097393,-0.9467140871208866,1448,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
7723,1,0.8047137321585843,0.06156683615234546,0.49008301237281443,-0.16031492914918494,0.26473006984698083,-1.0841361142537322,3341,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
7724,0,-1.1889065027641363,-0.025811124666540446,-0.012360100578605121,0.26186272837149144,0.4688396071229878,-0.5344480057223497,1702,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0
7725,0,-0.6628122741039739,-0.1576001978024634,-1.5196894394328637,-1.1453961300307633,-1.2320732035104032,-1.6338242227851147,1956,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
7726,1,0.9016258269117721,-0.7031708539898047,-0.5148032135300247,0.40258861421171693,-0.3475985419810399,1.2520383470046432,1490,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1
7727,0,0.5001328629342797,0.8624111216742006,-0.012360100578605121,0.26186272837149144,-0.07545249227969734,-0.9467140871208866,2083,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
7728,1,-0.039805950690623745,1.466835528330461,-0.012360100578605121,-1.2861220158709887,0.40080309469765213,-0.5344480057223497,3739,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1
7729,1,-0.801258123751385,1.6903353537308345,0.49008301237281443,1.2469439292530697,0.7409856568243304,0.2900841570747239,3820,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1
7730,1,-1.1335281629051719,-0.0016197057621381474,0.992526125324234,-0.30104081498941043,-1.43618274078641,-0.5344480057223497,1311,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0
7731,1,-0.48283266956233944,1.9091413217318463,-1.5196894394328637,0.40258861421171693,0.9450951941003373,-0.6718700328551954,4195,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
7732,0,0.48628827796953866,-0.25797653295804307,-0.012360100578605121,1.3876698150932953,-1.43618274078641,1.1146163198717975,2561,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
7733,0,1.6907671699020157,-0.7316950643397716,0.49008301237281443,-1.1453961300307633,0.4688396071229878,-0.12218192432381292,4089,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
7734,1,0.48628827796953866,1.6235381522783805,0.992526125324234,-0.5824925866698614,-0.07545249227969734,1.389460374137489,1858,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
7735,1,-1.4657982020589586,-0.7161692283264985,1.4949692382756534,1.3876698150932953,-0.27956202955570425,0.1526621299418783,1382,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0
7736,0,-1.5488657118474054,-0.7176134921416867,-1.5196894394328637,0.8247662717323934,-1.3001097159357389,0.42750618420756953,925,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
7737,0,0.5416666178285031,2.07631485833988,0.49008301237281443,-0.8639443583503124,-0.007415979854361704,1.2520383470046432,4394,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1
7738,1,1.2200512811008177,1.494998672726631,0.992526125324234,0.8247662717323934,1.2172412438016798,-0.25960395145665854,4478,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1
7739,1,1.483098395430899,-0.7096700411581517,-1.0172463264814442,1.3876698150932953,-0.8238541289583894,0.0152401028090327,1065,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
7740,1,0.9016258269117721,2.304508541139615,-0.5148032135300247,0.5433145000519424,-1.7083287904877527,-0.809292059988041,4833,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7741,1,-1.5903994667416288,-0.5121669644311657,-1.0172463264814442,0.9654921575726189,0.8770586816750016,-0.25960395145665854,819,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
7742,0,-0.7458797838924206,-0.7064204475739781,-1.5196894394328637,-1.2861220158709887,-1.1640366910850675,-1.6338242227851147,1330,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1
7743,0,1.358497130748229,2.502011617866601,0.992526125324234,1.1062180434128444,0.6729491443989947,0.7023502384732607,3669,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
7744,0,0.6662678825111732,-0.24389496075995817,-0.5148032135300247,0.26186272837149144,0.9450951941003373,-1.6338242227851147,1312,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
7745,0,-0.6074339342450095,-0.32513480036429426,-0.5148032135300247,-0.44176670082963587,-1.0279636662343963,1.1146163198717975,3074,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
7746,0,0.2786195034984219,-0.7042540518511959,0.49008301237281443,1.5283957009335207,-1.3001097159357389,0.0152401028090327,2135,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1
7747,0,-1.2442848426231008,-0.183958012429648,1.4949692382756534,1.1062180434128444,-1.5042192532117458,-0.12218192432381292,1865,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
7748,0,1.5107875653603813,-0.03194924588109028,-0.012360100578605121,0.5433145000519424,-1.096000178659732,-1.221558141386578,2467,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,1,1
7749,1,1.1231391863476299,1.94416471925016,1.4949692382756534,-1.5675737875514397,0.40080309469765213,-1.221558141386578,2648,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
7750,0,-1.6042440517063699,-0.27314130301751915,0.49008301237281443,0.121136842531266,-0.9599271538090607,0.0152401028090327,2817,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
7751,0,-0.3443868199149283,-0.7085868432967605,-1.0172463264814442,1.2469439292530697,1.2172412438016798,-0.3970259785895041,1776,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
7752,0,-1.6457778066005933,-0.7103921730657458,-0.5148032135300247,-0.16031492914918494,0.40080309469765213,1.5268824012703344,1276,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1
7753,0,-1.2304402576583597,0.5197595315208009,-1.0172463264814442,0.40258861421171693,0.06062053257097393,1.1146163198717975,2966,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
7754,1,1.4138754706071934,1.2729431111414455,-0.5148032135300247,-0.30104081498941043,1.3533142686523512,-0.25960395145665854,4237,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
